is_core,cluster_id
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,270
true,1
true,660
true,1
false,32
true,1
true,1
true,1
true,1
true,1
false,-1
true,1
true,1
true,261
true,1
true,247
true,1
true,1
true,1
true,1
true,1
true,228
false,247
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
false,591
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,37
true,1
true,1
true,1
true,1
true,512
true,1
true,1
true,1
true,1
true,1
false,291
true,1
false,-1
true,1
true,1
true,1
true,1
true,1
false,189
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,287
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,307
true,1
true,512
true,1
true,1
true,1
false,-1
true,1
true,247
true,1
true,1
true,1
true,1
true,1
true,273
false,218
true,1
true,59
false,-1
true,1
true,1
true,1
true,37
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,118
true,1
true,1
true,1
true,37
true,1
true,1
true,1
true,1
true,1
true,1
true,1
false,1
true,1
true,1
true,1
true,1
true,1
true,1
false,340
true,1
true,1
true,247
true,1
true,1
true,247
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
false,-1
true,1
true,98
true,435
true,1
true,1
true,1
true,1
false,557
true,1
false,-1
true,1
true,1
true,1
true,37
true,648
true,1
true,59
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,247
true,54
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,55
true,1
true,77
false,-1
true,1
true,1
true,1
true,1
true,1
true,1
true,98
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,1
true,247
true,1
true,1
true,1
true,1
true,1
true,77
true,1
true,1
true,1
true,347
true,1
true,1
true,1
true,1
true,228
true,37
true,1
false,-1
true,77
true,1
true,346
